name,code,hex,family,temperature,tonality
rave raisin,8743,#877778,browns,warm,medium
lumber jack,8742,#715E5B,browns,warm,dark
weathered oak,8741,#5B4842,browns,warm,dark
sound of music,8756,#DBD1C8,browns,warm,light
fawn,0N05,#D1C5BC,browns,warm,light
desert dune,8754,#C1B3AB,browns,cool,medium
earl grey,8753,#A79B95,browns,cool,medium
utopia,8752,#90827D,browns,cool,medium
toasted toffee,8751,#7F6F67,browns,warm,dark
mohawk valley,8750,#74655E,browns,warm,dark
dried spices,8749,#534842,browns,warm,dark
southern sand,8780,#E6DBCF,browns,warm,light
moccasin,8763,#D9CCC0,browns,warm,light
cookie dough,8762,#C6B7AA,browns,warm,light
grey sandstone,8761,#AEA39A,browns,cool,medium
english castle,8760,#968C82,browns,cool,medium
timber land,8759,#897B70,browns,warm,medium
evening shade,8758,#776B60,browns,warm,dark
kayak,8757,#64564A,browns,warm,dark
cambridge,8771,#DACFC4,browns,warm,light
beige rage,8770,#C6B6AA,browns,warm,light
taupe tone,8769,#B0A197,browns,cool,medium
wild west,8768,#A09085,browns,warm,medium
hawaiian shack,8767,#917E71,browns,warm,medium
brownie,8766,#806E61,browns,warm,dark
roasted beans,8765,#69564A,browns,warm,dark
tuscan olive-n,K283,#655342,browns,warm,dark
desert dreams,8779,#E1D1C2,browns,warm,light
walnut cream,8778,#D4C2B2,browns,warm,light
beige-n,0302,#C4B0A0,browns,warm,medium
dark ash,8776,#B09E91,browns,warm,medium
rock crystal,8775,#97867A,browns,warm,medium
wooden chest,8774,#7E6B5E,browns,warm,dark
dark chocolate-n,K284,#70584C,browns,warm,dark
vintage walnut,8773,#685547,browns,warm,dark
laal-i,X179,#CE4A51,reds,warm,dark
pure red,8093,#C73D3C,reds,warm,dark
rich rouge,X122,#B94A4E,reds,warm,dark
scarlet,8085,#BA3E44,reds,warm,dark
anar-i,X185,#A0464E,reds,warm,dark
red alert,X124,#A5414F,reds,warm,dark
crimson depth,X123,#914048,reds,warm,dark
raisin delight,X127,#694C4C,browns,warm,dark
yogi-i,X174,#EF8141,oranges,warm,dark
sunrise,0526,#E37342,oranges,warm,dark
palash-i,X177,#E27043,oranges,warm,dark
hot shot,8021,#E86543,oranges,warm,dark
centre stage,8045,#DB5849,reds,warm,dark
rodeo,X117,#BC4D42,reds,warm,dark
signal red,0520,#B83F3E,reds,warm,dark
red red,X118,#9B4841,reds,warm,dark
goldfish,7973,#F57E33,oranges,warm,dark
gulmohar-i,X206,#F27C35,oranges,warm,dark
camp fire,X114,#EF6F38,oranges,warm,dark
orange tango,X113,#DD653C,oranges,warm,dark
sahara sunset,X115,#DC5439,oranges,warm,dark
deep orange,0506,#D34B3D,oranges,warm,dark
code red,X120,#BA433A,reds,warm,dark
cider red,X116,#A85141,reds,warm,dark
orange vision,X110,#FB9C31,oranges,warm,dark
orange crown,7974,#FE9B4F,oranges,warm,dark
orange peel,7957,#FE932B,oranges,warm,dark
morning raga-i,X221,#F99434,oranges,warm,dark
glorious sunset,X111,#F38933,oranges,warm,dark
glowing rust,X112,#E1753A,oranges,warm,dark
maati-i,X207,#AD5B39,browns,warm,dark
gerua-i,X196,#9E5639,browns,warm,dark
kesar delicacy-i,X170,#FCA734,yellows,warm,dark
fire globe,7950,#FEAF48,yellows,warm,medium
turmeric,7941,#FEA800,yellows,warm,medium
mango mood,X109,#FEAB1E,yellows,warm,medium
gulbahar-i,X220,#FBA122,yellows,warm,dark
thar desert,7917,#EF9F26,yellows,warm,dark
passion flower,X107,#D99531,yellows,warm,dark
mid buff,3176,#BF8843,yellows,warm,medium
desert glow,7910,#FEC547,yellows,warm,medium
boondi-i,X161,#FEC140,yellows,warm,medium
mango,7909,#FEB600,yellows,warm,medium
surajmukhi-i,X219,#F9AD30,yellows,warm,medium
radiance,7893,#F3AE35,yellows,warm,dark
mustard,7901,#EDAB2A,yellows,warm,dark
golden jejuri-i,X169,#E7A230,yellows,warm,dark
jaipur safari-i,X172,#C59552,yellows,warm,medium
sonchafa-i,X216,#FEC22C,yellows,warm,medium
polka,7869,#FEBF19,yellows,warm,medium
dhoop-i,X166,#F1BC47,yellows,warm,medium
golden alphonso-i,X218,#EDB130,yellows,warm,dark
pukhraj-i,X217,#E6AD3E,yellows,warm,dark
makai dana-i,X214,#DAA83D,yellows,warm,dark
peeli sarson-i,X173,#CB9430,yellows,warm,dark
ochre shadow,X106,#BE8D40,yellows,warm,medium
golden ray,7870,#FECE48,yellows,warm,medium
sunny yellow,7861,#FECA26,yellows,warm,medium
lemon ole,X105,#FEC200,yellows,warm,medium
pondicherry yellow-i,X215,#EAB630,yellows,warm,medium
mahua-i,X167,#D7AD55,greens,warm,medium
gold rush,X101,#DBB032,greens,warm,dark
mustard field,X102,#D3A72E,greens,warm,dark
fasal-i,X213,#CB9E36,greens,warm,dark
yellow marigold,7862,#FED64E,yellows,warm,medium
fresh mosambi-i,X212,#FECC44,yellows,warm,medium
sporty yellow,X104,#FEC52E,yellows,warm,medium
victorian gold,X103,#EEB81B,yellows,warm,medium
sunny sonmarg-i,X210,#D3B733,greens,warm,dark
summer fern,7829,#CCAE27,greens,warm,dark
kairi panha-i,X225,#AF9E36,greens,warm,dark
sugarcane juice-i,X224,#918337,greens,warm,medium
baisakhi yellow-i,X168,#FACA17,yellows,warm,medium
amrud-i,X209,#DFC941,greens,warm,medium
amla green-i,X223,#CCC038,greens,warm,medium
lemon blast,9365,#AAB233,greens,warm,dark
sporting green,7741,#ADB328,greens,warm,dark
paan-i,X222,#929D3A,greens,cool,dark
chrome green,X160,#78874D,greens,cool,medium
forest glade,X158,#65844C,greens,cool,medium
dhaani-i,X165,#D9D25C,greens,warm,medium
festivity,7774,#D9CF4C,greens,warm,medium
lemon souffle,7773,#CFC831,greens,warm,medium
jugnu-i,X211,#B0C645,greens,cool,medium
loud lime,X159,#7AA834,greens,cool,dark
konkan green-i,X176,#4CB067,greens,cool,dark
madras green-i,X184,#208264,greens,cool,dark
hill and vale,X156,#39734F,greens,cool,dark
blade of grass,7566,#36B07F,greens,cool,medium
sawan-i,X175,#03A873,greens,cool,medium
basant bahar-i,X193,#009B6C,greens,cool,medium
sanobar-i,X192,#008863,greens,cool,dark
hariyali-i,X194,#007F55,greens,cool,dark
emerald lights,X155,#346C4D,greens,cool,dark
cilantro,7581,#3F6E4F,greens,cool,dark
amazon moss,X153,#446559,greens,cool,dark
rustic turquoise,7438,#009BA7,greens,cool,medium
neelkanth-i,X182,#008D9F,greens,cool,medium
jal tarang-i,X183,#007D91,greens,cool,dark
polished blue,X149,#007681,greens,cool,dark
deep indus-i,X181,#356B74,greens,cool,dark
turquoise ocean,X151,#386468,greens,cool,dark
night at sea,X152,#365C5F,greens,cool,dark
teal dream,X150,#38555D,greens,cool,dark
samudra-i,X171,#63B0D1,blues,cool,medium
mughal blue,7359,#4BA1C3,blues,cool,medium
sagar-i,X190,#0086B1,blues,cool,medium
kedarnath skies-i,X191,#007C9F,blues,cool,dark
mineral blue,X147,#007791,blues,cool,dark
deep firozi-i,X164,#006982,blues,cool,dark
peacock blue-n,0161,#006A7E,blues,cool,dark
pigeon crest,X148,#2E5B6F,blues,cool,dark
greek vase,7328,#6AAFD9,blues,cool,medium
inkjet,7327,#55A3D3,blues,cool,medium
jodhpur walls-i,X195,#2176AC,blues,cool,dark
neelam-i,X189,#0077AB,blues,cool,dark
nabha-i,X188,#00699D,blues,cool,dark
ocean force,X146,#1D628A,blues,cool,dark
inky sea,X145,#355775,blues,cool,dark
colonial blue,X144,#3C5370,blues,cool,dark
festive purple-i,X180,#6C639A,purples,cool,dark
arabian nights-i,X186,#695283,purples,cool,dark
egg plant delite,7157,#5C4F80,purples,cool,dark
banaphool-i,X187,#4F4F82,purples,cool,dark
blue berry,7213,#484C7B,purples,cool,dark
imperial blue,7245,#404E7E,purples,cool,dark
nautical mile,X142,#41567C,purples,cool,dark
royal wave,X143,#434F65,purples,cool,dark
gulabi-i,X178,#CA6EA2,pinks,cool,medium
gulbakshi-i,X205,#C56496,reds,cool,medium
grape riot,X138,#8E537F,purples,warm,dark
very fuschia,X137,#884769,purples,cool,dark
violet saga,X139,#704964,purples,warm,dark
violet paradise,X140,#6B4C6C,purples,warm,dark
midnight interlude,X141,#5C4B6A,purples,cool,dark
hip purple,8197,#584454,purples,warm,dark
peshwai pink-i,X204,#DC7E9C,purples,cool,medium
shocking pink,8126,#D47094,purples,cool,medium
deep pink,X132,#A64668,purples,cool,dark
violet delight,X131,#8F4758,reds,cool,dark
regal purple,X133,#89435D,purples,warm,dark
purple prose,X136,#75475D,purples,warm,dark
cherry bon bon,X135,#6C4454,purples,warm,dark
kokam-i,X162,#613D4E,purples,warm,dark
cupid,8094,#E8778C,pinks,cool,medium
auspicious red-i,X202,#C04756,reds,warm,dark
cherry brandy,X126,#A74D5D,reds,warm,dark
moulin rouge,X125,#A2495B,reds,warm,dark
raspberry crush,X130,#804E55,reds,warm,dark
burgundy plus,X129,#7F454B,reds,warm,dark
dark cherry,X128,#71474B,reds,warm,dark
burnt violet,X134,#614850,purples,warm,dark
sindoor-i,X199,#A24B53,reds,warm,dark
aalta-i,X203,#AA4B5A,reds,warm,dark
lalbaug-i,X200,#994A5B,reds,warm,dark
kanchipuram red-i,X201,#9E4957,reds,warm,dark
beet red-i,X198,#994853,reds,warm,dark
ambadi-i,X197,#904753,reds,warm,dark
apple sangria-i,X163,#82484F,reds,warm,dark
kashmiri kesar-i,X208,#6F4145,reds,warm,dark
